genres,release_year,item_id,title,playtime_forever
Action,2006.0,7000.0,Tomb Raider: Legend,1181.8666666666668
Action,2001.0,12140.0,Max Payne,4741.25
Strategy,2008.0,17480.0,Command &amp; Conquer: Red Alert 3,26066.366666666665
Casual,2007.0,12500.0,PuzzleQuest: Challenge of the Warlords,2138.266666666667
RPG,2007.0,12310.0,Culpa Innata,3.4499999999999997
Strategy,2007.0,12510.0,Prison Tycoon 3™: Lockdown,617.8166666666667
Action,2007.0,12530.0,Hunting Unlimited™ 2008,64.4
Racing,2007.0,12520.0,18 Wheels of Steel: American Long Haul,412.2833333333333
Action,2008.0,8100.0,Conflict: Denied Ops,72.38333333333333
Action,2007.0,2780.0,ARMA: Combat Operations,311.9
Simulation,2006.0,9730.0,Tycoon City: New York,23.866666666666667
Action,2006.0,9710.0,Desperados 2: Cooper's Revenge,30.333333333333336
Action,2007.0,9800.0,Death to Spies,256.45
Action,2006.0,9760.0,Act of War: High Treason,191.1
Simulation,2006.0,2700.0,RollerCoaster Tycoon® 3: Platinum,15711.2
Action,2005.0,2710.0,Act of War: Direct Action,170.41666666666666
Action,2003.0,13200.0,Unreal 2: The Awakening,412.6166666666667
Action,1998.0,13250.0,Unreal Gold,403.0833333333333
Casual,2008.0,13000.0,Ninja Reflex: Steamworks Edition,37.266666666666666
Action,2003.0,13560.0,Tom Clancy's Splinter Cell®,1326.4666666666667
Action,2004.0,13520.0,Far Cry®,5451.55
Action,2000.0,13240.0,Unreal Tournament: Game of the Year Edition,3429.3166666666666
Action,2006.0,13540.0,Tom Clancy's Rainbow Six® Vegas,375.65
Simulation,2005.0,15210.0,Silent Hunter® III,1341.0666666666666
Casual,2008.0,16180.0,Virtual Villagers - The Secret City,182.71666666666667
Casual,2008.0,3520.0,Mystery P.I.™ - The Vegas Heist,37.88333333333333
Casual,2008.0,15970.0,Luxor,69.95
Casual,2008.0,15950.0,Reaxxion,50.833333333333336
Casual,2008.0,15960.0,Little Farm,83.4
Casual,2008.0,15900.0,7 Wonders II,6.483333333333333
Casual,2005.0,15910.0,Luxor Amun Rising,13.216666666666667
Casual,2007.0,15930.0,Luxor 3,64.86666666666667
Simulation,2007.0,15160.0,Petz® Horsez® 2,1016.6833333333334
Casual,2005.0,15920.0,Luxor 2,92.9
Action,2007.0,15080.0,Rayman Raving Rabbids™,62.13333333333333
Simulation,2007.0,15200.0,Silent Hunter®: Wolves of the Pacific,652.7333333333333
Simulation,2006.0,15320.0,IL-2 Sturmovik: 1946,3385.5333333333333
Simulation,2008.0,15240.0,Silent Hunter®: Wolves of the Pacific U-Boat Missions,239.41666666666669
Adventure,2005.0,8310.0,Bone: Out From Boneville,24.366666666666667
Racing,2005.0,12600.0,Midnight Outlaw: 6 Hours to SunUp,8.883333333333333
Adventure,2006.0,8320.0,Bone: The Great Cow Race,10.4
Racing,2008.0,12590.0,Sprint Cars Road to Knoxville,124.53333333333333
Simulation,2007.0,12560.0,Ride! Carnival Tycoon,17.55
Casual,2007.0,12540.0,Mahjongg Investigations: Under Suspicion,8.466666666666667
Adventure,2008.0,11050.0,Dracula Origin,60.15
Sports,2008.0,10520.0,Beijing 2008™ - The Official Video Game of the Olympic Games,0.0
Adventure,2008.0,11040.0,Sherlock Holmes - Nemesis,125.96666666666667
Adventure,2008.0,19500.0,Eternity's Child,25.866666666666667
Simulation,2007.0,11260.0,Pacific Storm Allies,274.8333333333333
Action,2008.0,19200.0,Tank Universal,145.66666666666666
Racing,2008.0,12360.0,FlatOut: Ultimate Carnage,2697.0333333333333
Adventure,1998.0,15710.0,Oddworld: Abe's Exoddus®,2567.633333333333
Adventure,1997.0,15700.0,Oddworld: Abe's Oddysee®,4482.25
Racing,2008.0,8660.0,GTR Evolution Expansion Pack for RACE 07,16.266666666666666
Strategy,2001.0,7770.0,X-COM: Enforcer,123.6
Strategy,1997.0,7660.0,X-COM: Apocalypse,1161.3666666666666
Strategy,1993.0,7760.0,X-COM: UFO Defense,3119.0666666666666
Action,2008.0,20510.0,S.T.A.L.K.E.R.: Clear Sky,8590.716666666667
Action,2008.0,17330.0,Crysis Warhead®,3061.3166666666666
Action,2007.0,17300.0,Crysis,15577.216666666667
Strategy,1998.0,7730.0,X-COM: Interceptor,147.45000000000002
Action,2008.0,20900.0,The Witcher: Enhanced Edition Director's Cut,41530.933333333334
Indie,2008.0,1530.0,Multiwinia,806.6666666666666
Racing,2008.0,8690.0,STCC - The Game 1 - Expansion Pack for RACE 07,1232.0166666666667
Strategy,2008.0,17120.0,Children of the Nile: Alexandria,324.1166666666667
Strategy,2008.0,16810.0,Sid Meier's Civilization IV: Colonization,2040.3666666666666
Action,2003.0,19830.0,Tom Clancy's Rainbow Six® 3 Gold,866.4666666666667
Action,2008.0,21000.0,LEGO Batman,2833.5
Simulation,2008.0,4460.0,City Life 2008,89.06666666666666
RPG,2008.0,17140.0,Hinterland,268.8666666666667
Action,2008.0,15390.0,Brothers in Arms: Hell's Highway™,1222.0833333333333
Indie,2008.0,21300.0,Gravitron 2,11.899999999999999
Racing,2006.0,3050.0,Xpand Rally Xtreme,22.35
Strategy,2006.0,15380.0,Heroes of Might &amp; Magic V: Hammers of Fate,343.51666666666665
Action,2005.0,19800.0,Brothers in Arms: Earned in Blood™,550.2833333333333
Strategy,2007.0,15370.0,Heroes of Might &amp; Magic V: Tribes of the East,2369.0
Strategy,2008.0,19930.0,The Settlers®: Rise Of An Empire Gold Edition,975.5833333333334
Casual,2007.0,15350.0,Brain Spa,0.0
Action,2002.0,19810.0,The Sum of All Fears,0.2833333333333333
Casual,2008.0,3540.0,Peggle™ Nights,2801.9333333333334
Indie,2008.0,22000.0,World of Goo,4304.4
Action,2008.0,2820.0,X3: Terran Conflict,11473.2
Action,2008.0,1230.0,Mare Nostrum,290.01666666666665
Casual,2008.0,18300.0,Spectraball,386.0333333333333
Indie,2008.0,20200.0,Galactic Bowling,11.533333333333331
Action,2008.0,12200.0,Bully: Scholarship Edition,23599.916666666668
Action,2008.0,19900.0,Far Cry® 2: Fortune's Edition,19912.466666666667
Action,2008.0,11240.0,Space Trader: Merchant Marine,274.48333333333335
Action,2009.0,9480.0,Saints Row 2,54538.03333333333
Action,2008.0,17470.0,Dead Space,15740.383333333333
RPG,2008.0,12770.0,Rise of the Argonauts,252.05
Action,2009.0,17410.0,Mirror's Edge™,48072.083333333336
Indie,2008.0,18500.0,Defense Grid: The Awakening,20705.216666666667
Action,2009.0,16450.0,F.E.A.R. 2: Project Origin,8800.9
Strategy,2008.0,15400.0,Harvest: Massive Encounter,206.65
Indie,2007.0,18600.0,Mayhem Intergalactic,358.08333333333337
Action,2009.0,11340.0,Larva Mortus,161.98333333333332
Strategy,2005.0,25830.0,Knights of Honor,899.2333333333333
Action,2009.0,23460.0,Ceville,93.78333333333333
Action,2009.0,21010.0,Watchmen: The End is Nigh,128.61666666666667
Action,2007.0,22180.0,Penumbra Overture,1574.8666666666666
Action,2007.0,13210.0,Unreal Tournament 3 Black,11045.233333333334
RPG,2009.0,12640.0,Drakensang,185.63333333333333
Casual,2009.0,21600.0,Age of Booty™,83.13333333333333
Indie,2008.0,27020.0,The Graveyard,29.133333333333333
Racing,2009.0,24740.0,Burnout Paradise: The Ultimate Box,35718.73333333333
Action,2009.0,26000.0,The Maw,406.2333333333333
Casual,2009.0,11330.0,Obulis,224.35
Indie,2009.0,27800.0,Space Giraffe,5.666666666666667
Simulation,2009.0,9850.0,Codename: Panzers - Cold War,113.43333333333334
Casual,2009.0,3600.0,Escape Rosecliff Island,232.18333333333334
Casual,2009.0,23700.0,Puzzle Kingdoms,509.01666666666665
Casual,2009.0,16060.0,Samantha Swift and the Golden Touch,0.45
RPG,2009.0,1930.0,Two Worlds Epic Edition,2714.4333333333334
Strategy,2009.0,18470.0,Helldorado,37.11666666666667
Action,2009.0,7510.0,X-Blades,1477.9333333333334
Action,2009.0,22200.0,Zeno Clash,2185.05
RPG,2008.0,25900.0,King's Bounty: The Legend,4125.25
Casual,2009.0,16200.0,Virtual Families,68.4
Racing,2009.0,7840.0,Death Track®: Resurrection,46.016666666666666
RPG,2005.0,8890.0,Freedom Force vs. the Third Reich,226.98333333333335
RPG,2002.0,8880.0,Freedom Force,568.8166666666666
Indie,2009.0,34500.0,Light of Altair,79.83333333333333
Action,2009.0,1280.0,Darkest Hour: Europe '44-'45,4361.1
Action,2009.0,10150.0,Prototype™,12533.316666666668
Strategy,2004.0,12470.0,Port Royale 2,621.75
RPG,2007.0,22330.0,The Elder Scrolls IV: Oblivion® Game of the Year Edition,86943.8
RPG,2002.0,22320.0,The Elder Scrolls III: Morrowind® Game of the Year Edition,26653.3
Adventure,2007.0,12440.0,Ankh 2: Heart of Osiris,31.066666666666666
Simulation,1999.0,32710.0,Armored Fist 3,0.43333333333333335
Simulation,1998.0,32740.0,MiG-29 Fulcrum,2.2666666666666666
Strategy,2008.0,12460.0,BC Kings,148.83333333333334
Action,2009.0,21980.0,Call of Juarez®: Bound in Blood,1905.8166666666666
Adventure,2007.0,31860.0,Nancy Drew®: Legend of the Crystal Skull,28.916666666666668
Adventure,2006.0,31900.0,Nancy Drew®: The Creature of Kapu Cave,14.166666666666666
Adventure,2008.0,31920.0,Nancy Drew®: The Phantom of Venice,42.73333333333334
Adventure,2007.0,31930.0,Nancy Drew®: The White Wolf of Icicle Creek,36.849999999999994
Casual,2008.0,35800.0,BRAINPIPE: A Plunge to Unhumanity,1245.3666666666668
Simulation,2009.0,12690.0,Hunting Unlimited 2010,90.51666666666667
Adventure,2009.0,31170.0,Tales of Monkey Island Complete Pack,805.1666666666666
Action,2009.0,21660.0,Street Fighter® IV,6103.116666666667
Action,2007.0,6080.0,Thrillville®: Off the Rails™,380.8
Adventure,1992.0,6010.0,Indiana Jones® and the Fate of Atlantis™,284.1166666666667
Action,2003.0,6090.0,Armed and Dangerous®,10.766666666666666
Action,2005.0,6060.0,"Star Wars: Battlefront 2 (Classic, 2005)",88635.53333333334
Adventure,1989.0,32310.0,Indiana Jones® and the Last Crusade™,60.0
Action,2008.0,32330.0,LEGO® Indiana Jones™: The Original Adventures,519.2
Adventure,2009.0,32360.0,The Secret of Monkey Island: Special Edition,2147.4
Strategy,2008.0,35300.0,Warfare,8.083333333333334
Action,2009.0,35310.0,Clutch,37.86666666666667
Adventure,2009.0,31980.0,Nancy Drew®: Ransom of the Seven Ships,19.55
Sports,2006.0,10140.0,3D Ultra™ Minigolf Adventures,153.53333333333333
Adventure,2006.0,10100.0,King's Quest™ Collection,20.833333333333336
Action,2007.0,10130.0,TimeShift™,635.3666666666667
Adventure,2006.0,10110.0,Space Quest™ Collection,61.483333333333334
Action,2008.0,10120.0,Aces of the Galaxy™,14.116666666666669
Simulation,2009.0,33520.0,Tropico Reloaded,333.65000000000003
Casual,2009.0,3610.0,Mystery P.I. - Lost in Los Angeles,28.7
Action,2008.0,21680.0,Bionic Commando: Rearmed,256.55
Action,2009.0,21670.0,Bionic Commando,388.48333333333335
Action,2009.0,21030.0,Watchmen: The End is Nigh Part 2,52.3
Action,2009.0,36000.0,Foreign Legion: Buckets of Blood,435.96666666666664
Adventure,2003.0,32370.0,STAR WARS™ - Knights of the Old Republic™,48548.6
Indie,2009.0,29180.0,Osmos,1287.1666666666667
RPG,1998.0,38410.0,Fallout 2: A Post Nuclear Role Playing Game,6382.733333333334
Strategy,2001.0,38420.0,Fallout Tactics: Brotherhood of Steel,1461.25
Action,1999.0,38430.0,Kingpin — Life of Crime,158.73333333333335
Adventure,2009.0,31180.0,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,507.98333333333335
Casual,2009.0,37960.0,Jewel Quest Pack,186.1
Casual,2009.0,38000.0,Mahjong Quest Collection,13.483333333333333
Adventure,2009.0,37400.0,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",215.93333333333334
Action,2005.0,13570.0,Tom Clancy's Splinter Cell Chaos Theory®,2226.5666666666666
Action,2009.0,11390.0,Crash Time 2,770.8166666666667
Strategy,2009.0,34420.0,XIII Century – Gold Edition,26.950000000000003
Simulation,2009.0,43100.0,World of Zoo,392.24999999999994
Simulation,2009.0,33730.0,18 Wheels of Steel: Extreme Trucker,320.08333333333337
Action,2009.0,35000.0,Mini Ninjas,1273.9
Adventure,2009.0,37600.0,Windosill,160.08333333333334
Adventure,2009.0,32140.0,Midnight Mysteries,27.233333333333334
Adventure,2009.0,31190.0,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,430.3333333333333
Action,2009.0,32770.0,Joint Operations: Combined Arms Gold,19.933333333333334
Simulation,2009.0,37300.0,DinerTown Tycoon,6.216666666666666
RPG,2009.0,40300.0,Risen,3394.8166666666666
Casual,2009.0,35070.0,Flora's Fruit Farm,48.86666666666667
Adventure,2009.0,40700.0,Machinarium,2475.65
Action,2007.0,24840.0,Medal of Honor: Airborne,2731.883333333333
Racing,2009.0,24870.0,Need for Speed: Shift,3322.65
RPG,2009.0,41500.0,Torchlight,29584.883333333335
Strategy,2009.0,24800.0,Command &amp; Conquer: Red Alert 3 - Uprising,13634.616666666667
Strategy,2009.0,42800.0,East India Company: Privateer,16.216666666666665
Action,2009.0,39560.0,Painkiller: Resurrection,209.38333333333335
RPG,2009.0,39550.0,SpellForce 2 - Anniversary Edition,1176.7333333333333
Adventure,2009.0,40330.0,Secret Files: Tunguska,163.25
Strategy,2009.0,40320.0,Rush for Berlin Gold,60.03333333333333
Adventure,2009.0,31200.0,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,469.1166666666667
Strategy,2009.0,3130.0,Men of War: Red Tide,817.1333333333333
Action,2009.0,41100.0,Hammerfight,793.8166666666667
Action,2009.0,39540.0,SpellForce - Platinum Edition,1333.2
Strategy,2005.0,34640.0,Massive Assault: Phantom Renaissance,36.38333333333333
Strategy,2003.0,34630.0,Massive Assault,30.266666666666666
Action,2009.0,41000.0,Serious Sam HD: The First Encounter,7052.583333333333
Adventure,2009.0,40340.0,Secret Files 2: Puritas Cordis,39.05
RPG,2009.0,17450.0,Dragon Age: Origins,43055.53333333333
Action,2009.0,37100.0,Aztaka,56.9
Indie,2009.0,37500.0,Magnetis,41.099999999999994
Strategy,2009.0,42810.0,For The Glory: A Europa Universalis Game,65.23333333333333
Action,2009.0,10180.0,Call of Duty®: Modern Warfare® 2,92462.5
Adventure,2009.0,32440.0,LEGO® Star Wars™ - The Complete Saga,10317.433333333332
RPG,2007.0,11450.0,Overlord™,6625.016666666666
RPG,2008.0,12710.0,Overlord™: Raising Hell,5085.466666666666
Strategy,2007.0,24790.0,Command &amp; Conquer 3: Tiberium Wars,9282.433333333332
Indie,2008.0,29120.0,Yumsters 2: Around the World,142.93333333333334
Strategy,2009.0,24810.0,Command &amp; Conquer 3: Kane's Wrath,5929.633333333333
Indie,2009.0,41800.0,Gratuitous Space Battles,5116.65
Simulation,2009.0,45300.0,Wings of Prey,4105.65
Action,2005.0,41900.0,The Bard's Tale,812.7
Action,2009.0,35420.0,Defence Alliance 2,1993.9833333333333
Action,2009.0,32430.0,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,11870.333333333334
RPG,2009.0,22370.0,Fallout 3: Game of the Year Edition,96041.83333333333
Simulation,2007.0,38080.0,Build-A-Lot,16.233333333333334
Simulation,2008.0,38090.0,Build-A-Lot 2: Town of the Year,2.7666666666666666
Simulation,2009.0,38100.0,Build-A-Lot 3: Passport to Europe,4.95
Casual,2009.0,38070.0,Coconut Queen,6.216666666666667
Casual,2009.0,38210.0,Roogoo,13.8
Action,2008.0,45700.0,Devil May Cry 4,4896.85
Action,2010.0,46410.0,Avencast: Rise of the Mage,321.7
Simulation,2009.0,38110.0,Build-A-Lot 4: Power Source,166.11666666666667
Action,2010.0,17570.0,"Pirates, Vikings, and Knights II",10318.833333333334
Casual,2008.0,38130.0,Farm Frenzy 2,78.85
Casual,2010.0,38160.0,Farm Frenzy 3: American Pie,1.8333333333333333
Casual,2009.0,38150.0,Farm Frenzy 3,6.066666666666667
Casual,2007.0,38120.0,Farm Frenzy,37.15
Casual,2009.0,38140.0,Farm Frenzy: Pizza Party,65.06666666666666
Casual,2010.0,36300.0,Cake Mania Main Street™,14.666666666666666
Strategy,2010.0,36310.0,Westward® IV: All Aboard,15.333333333333332
Adventure,2010.0,36320.0,Iron Roses,0.0
Strategy,2010.0,37030.0,UFO: Extraterrestrials Gold,430.9
Adventure,2010.0,32450.0,LEGO® Indiana Jones™ 2: The Adventure Continues,2593.1833333333334
Sports,2010.0,34180.0,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2.3333333333333335
Action,2010.0,44100.0,Super Laser  Racer,86.33333333333333
Action,2010.0,46250.0,NecroVisioN: Lost Company,110.73333333333333
Casual,2007.0,38180.0,Cradle of Persia,20.65
Action,2001.0,41050.0,Serious Sam Classic: The First Encounter,985.6666666666666
Action,2010.0,48700.0,Mount &amp; Blade: Warband,660277.4666666667
Action,2010.0,39900.0,Coniclysm,0.6333333333333333
Action,2010.0,49900.0,Plain Sight,745.9166666666666
Action,2010.0,42120.0,Lead and Gold: Gangs of the Wild West,2177.266666666667
Action,2010.0,12220.0,Grand Theft Auto: Episodes from Liberty City,68797.96666666666
Action,2010.0,45730.0,Dark Void™ Zero,26.85
Indie,2010.0,45400.0,Fortix,832.8333333333334
Action,2010.0,49600.0,Beat Hazard,8224.483333333334
Simulation,2010.0,43500.0,M.U.D. TV,122.1
Adventure,2010.0,40930.0,The Misadventures of P.B. Winterbottom,382.3
Action,2003.0,39640.0,AquaNox 2: Revelation,38.08333333333333
Action,2001.0,39630.0,AquaNox,23.9
Casual,2010.0,23150.0,Fluttabyes,12.200000000000001
Casual,2006.0,50940.0,Hidden Expedition: Titanic,3.933333333333333
Casual,2008.0,50920.0,Hidden Expedition: Amazon,10.433333333333334
Casual,2008.0,37340.0,Fitness Dash™,0.36666666666666664
Casual,2009.0,37390.0,Gemini Lost™,14.933333333333334
Casual,2009.0,37310.0,DinerTown Detective Agency™,13.683333333333335
Casual,2007.0,37360.0,Mahjong Roadshow™,3.583333333333333
Casual,2009.0,49000.0,Hotel Dash™ Suite Success™,17.7
Casual,2010.0,37330.0,Nightshift Legacy: The Jaguar's Eye™,1.7
Casual,2008.0,37320.0,The Nightshift Code™,6.083333333333333
Casual,2007.0,37370.0,TriJinx: A Kristine Kross Mystery™,0.8
Casual,2009.0,37380.0,Valerie Porter and the Scarlet Scandal™,0.0
Action,2010.0,19080.0,Biozone,1.7666666666666666
Action,2008.0,31700.0,Iron Grip: Warlord,489.7
Action,2010.0,19030.0,Rocket Knight,41.11666666666667
Indie,2010.0,50820.0,Max and the Magic Marker,407.0
Action,2010.0,49800.0,Flight of the Icarus,302.35
Casual,2010.0,33650.0,Puzzler World,374.43333333333334
Casual,2010.0,33660.0,Ziro,6.15
Action,2010.0,34270.0,SEGA Mega Drive and Genesis Classics,4947.916666666667
Action,2010.0,34010.0,Alpha Protocol™,3910.983333333333
Action,2010.0,22610.0,Alien Breed: Impact,730.4166666666666
Simulation,2003.0,24780.0,SimCity™ 4 Deluxe Edition,22634.166666666668
Strategy,2010.0,33670.0,Disciples III - Renaissance Steam Special Edition,1231.1833333333334
Casual,2010.0,40420.0,Tidalis,128.28333333333333
Action,2010.0,34920.0,Razor2: Hidden Skies,70.3
RPG,2008.0,46720.0,Dimensity,6.766666666666667
Action,2010.0,28000.0,Kane &amp; Lynch 2: Dog Days,1569.4833333333333
Simulation,2010.0,39680.0,The Guild II Renaissance,3927.983333333333
Strategy,2010.0,63900.0,Fantasy Wars,210.03333333333333
Action,2011.0,50130.0,Mafia II,47071.833333333336
RPG,2010.0,47540.0,Puzzle Quest 2,2114.7833333333333
Action,2010.0,50510.0,Burn Zombie Burn!,121.68333333333334
Strategy,2010.0,42980.0,Victoria I Complete,229.35000000000002
Simulation,2010.0,48800.0,Ship Simulator Extremes,2293.133333333333
Strategy,2010.0,22600.0,Worms Reloaded,14400.2
Indie,2010.0,46770.0,Making History II: The War of the World,1052.45
Action,2010.0,65700.0,Arma 2: British Armed Forces,1193.2
Strategy,2010.0,42960.0,Victoria II,30240.983333333334
Simulation,2010.0,24640.0,Trainz: Classic Cabon City,50.03333333333333
Strategy,2002.0,4850.0,Cossacks: Back to War,768.1666666666666
Adventure,2010.0,57640.0,Broken Sword: Director's Cut,559.4333333333333
Casual,2010.0,62100.0,Chime,1010.1666666666666
Action,2010.0,70300.0,VVVVVV,3469.85
Action,2010.0,57300.0,Amnesia: The Dark Descent,23822.316666666666
RPG,2010.0,70400.0,Recettear: An Item Shop's Tale,9390.166666666666
Action,2010.0,46600.0,Swarm Arena,55.333333333333336
Simulation,2010.0,70100.0,Hacker Evolution,2262.0
Indie,2010.0,70110.0,Hacker Evolution: Untold,1829.8
Casual,2010.0,38600.0,Faerie Solitaire,4821.616666666667
Strategy,2010.0,57620.0,Patrician IV - Steam Special Edition,1059.9666666666667
RPG,2010.0,63910.0,King's Bounty: Crossworlds,2779.633333333333
Strategy,2010.0,8930.0,Sid Meier's Civilization® V,1373011.4
Action,2002.0,41060.0,Serious Sam Classic: The Second Encounter,620.15
Indie,2010.0,70900.0,Star Ruler,1047.4833333333333
Action,2010.0,9940.0,Blade Kitten,714.5166666666667
Action,2010.0,22650.0,Alien Breed 2: Assault,540.3166666666667
Action,2010.0,50620.0,Darksiders™,27893.816666666666
Simulation,1999.0,2840.0,X: Beyond the Frontier,238.79999999999998
Strategy,2010.0,42920.0,The Kings' Crusade,358.45
Simulation,2000.0,2850.0,X: Tension,16.683333333333334
Adventure,2010.0,70200.0,Governor of Poker 2,207.96666666666667
Adventure,2010.0,70210.0,Governor of Poker 2 - Premium Edition,399.06666666666666
Action,2010.0,47790.0,Medal of Honor™,7179.0
Indie,2010.0,46450.0,Grotesque Tactics: Evil Heroes,690.8166666666667
Action,2010.0,45750.0,Lost Planet® 2,2106.85
Adventure,2010.0,57800.0,Doc Clock: The Toasted Sandwich of Time,127.21666666666667
Action,2010.0,22380.0,Fallout: New Vegas,574555.3833333333
Action,2010.0,67000.0,The Polynomial - Space of the music,182.85
Adventure,2010.0,80300.0,Puzzle Bots,140.23333333333335
Indie,2010.0,50000.0,Nimbus,163.06666666666666
Action,2010.0,18040.0,DeathSpank,986.85
Action,2010.0,6120.0,Shank,1422.0333333333333
Action,2010.0,35460.0,The Ball,963.25
Action,2010.0,32500.0,STAR WARS™: The Force Unleashed™ II,7096.983333333334
Action,2010.0,62000.0,Flight Control HD,536.4666666666667
RPG,2010.0,33570.0,Patrician III,479.35
Action,2010.0,63700.0,BIT.TRIP BEAT,1250.3166666666666
Casual,2010.0,49320.0,Woody Two-Legs: Attack of the Zombie Pirates,15.933333333333334
Adventure,2010.0,72400.0,Clones,24.083333333333332
Action,2010.0,33980.0,Pound of Ground,71.63333333333333
Casual,2009.0,65710.0,Pat &amp; Mat,8.683333333333334
Adventure,2010.0,33990.0,Alternativa,14.183333333333334
Casual,2007.0,33950.0,Fish Fillets 2,61.13333333333333
Strategy,2010.0,65400.0,Archon Classic,47.516666666666666
Action,2010.0,42700.0,Call of Duty®: Black Ops,145871.71666666667
Casual,2010.0,72500.0,Arcadia,33.81666666666667
Action,2010.0,15740.0,Oddworld: Munch's Oddysee,1053.5833333333333
Action,2010.0,15750.0,Oddworld: Stranger's Wrath HD,1750.1666666666667
Casual,2010.0,45500.0,Clickr,420.3666666666667
Adventure,2010.0,31290.0,Back to the Future: The Game,1677.0833333333333
Action,2002.0,12100.0,Grand Theft Auto III,5080.35
Action,2005.0,12120.0,Grand Theft Auto: San Andreas,53736.45
Action,2003.0,12110.0,Grand Theft Auto: Vice City,13583.15
Action,2011.0,33390.0,Zeit²,4.133333333333334
Action,2011.0,92300.0,A.R.E.S.: Extinction Agenda,868.8333333333334
Action,2011.0,80000.0,APOX,263.98333333333335
Action,2011.0,47780.0,Dead Space™ 2,10635.45
