genres,release_year,item_id,title,playtime_forever,user_id,recommend,sentiment_analysis
Action,2009.0,1280.0,Darkest Hour: Europe '44-'45,4361.1,RevivedShadow,True,1.0
Action,2009.0,10150.0,Prototype™,12533.316666666668,76561197981448997,True,1.0
Strategy,2004.0,12470.0,Port Royale 2,621.75,Everae,False,0.0
RPG,2007.0,22330.0,The Elder Scrolls IV: Oblivion® Game of the Year Edition,86943.8,Hayjack,True,2.0
RPG,2002.0,22320.0,The Elder Scrolls III: Morrowind® Game of the Year Edition,26653.3,76561198073666829,True,2.0
Action,2009.0,21660.0,Street Fighter® IV,6103.116666666667,Spawnofelfdude,True,2.0
Action,2005.0,6060.0,"Star Wars: Battlefront 2 (Classic, 2005)",88635.53333333334,darkmassieh,True,2.0
Adventure,2009.0,32360.0,The Secret of Monkey Island: Special Edition,2147.4,storminnorman,True,2.0
Sports,2006.0,10140.0,3D Ultra™ Minigolf Adventures,153.53333333333333,76561198064542039,True,0.0
Action,2007.0,10130.0,TimeShift™,635.3666666666667,Bigzy,True,2.0
Action,2009.0,36000.0,Foreign Legion: Buckets of Blood,435.96666666666664,TheSlyDragon,True,2.0
Adventure,2003.0,32370.0,STAR WARS™ - Knights of the Old Republic™,48548.6,76561198042491372,True,2.0
Indie,2009.0,29180.0,Osmos,1287.1666666666667,scrubnauts_,True,2.0
RPG,1998.0,38410.0,Fallout 2: A Post Nuclear Role Playing Game,6382.733333333334,76561198064324096,True,1.0
Action,2005.0,13570.0,Tom Clancy's Splinter Cell Chaos Theory®,2226.5666666666666,76561198124225196,True,1.0
Action,2009.0,11390.0,Crash Time 2,770.8166666666667,76561198048749210,False,0.0
Simulation,2009.0,33730.0,18 Wheels of Steel: Extreme Trucker,320.08333333333337,Why_Not_Zoidberg,True,2.0
Action,2009.0,32770.0,Joint Operations: Combined Arms Gold,19.933333333333334,76561198090560137,True,2.0
Adventure,2009.0,40700.0,Machinarium,2475.65,Chinnigan,True,2.0
Action,2007.0,24840.0,Medal of Honor: Airborne,2731.883333333333,76561198027069392,True,2.0
RPG,2009.0,41500.0,Torchlight,29584.883333333335,hiddengamer15,True,0.0
Strategy,2009.0,24800.0,Command &amp; Conquer: Red Alert 3 - Uprising,13634.616666666667,76561198073069974,True,1.0
Action,2009.0,41100.0,Hammerfight,793.8166666666667,the_horseman,True,2.0
Action,2009.0,41000.0,Serious Sam HD: The First Encounter,7052.583333333333,76561198065340769,True,0.0
Action,2009.0,10180.0,Call of Duty®: Modern Warfare® 2,92462.5,76561198088538797,True,1.0
Adventure,2009.0,32440.0,LEGO® Star Wars™ - The Complete Saga,10317.433333333332,mexicandinosaur_,False,2.0
RPG,2007.0,11450.0,Overlord™,6625.016666666666,senhp,True,1.0
Strategy,2007.0,24790.0,Command &amp; Conquer 3: Tiberium Wars,9282.433333333332,76561198072922914,True,0.0
Strategy,2009.0,24810.0,Command &amp; Conquer 3: Kane's Wrath,5929.633333333333,Baileyhulanmilligan,True,2.0
Indie,2009.0,41800.0,Gratuitous Space Battles,5116.65,4tiles,True,2.0
Simulation,2009.0,45300.0,Wings of Prey,4105.65,tygewalker,True,2.0
Action,2009.0,35420.0,Defence Alliance 2,1993.9833333333333,76561198063916425,True,2.0
Action,2009.0,32430.0,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,11870.333333333334,smashiroshh,True,2.0
RPG,2009.0,22370.0,Fallout 3: Game of the Year Edition,96041.83333333333,69bmw,True,2.0
Casual,2009.0,38210.0,Roogoo,13.8,AwesomeSauces101,True,2.0
Action,2008.0,45700.0,Devil May Cry 4,4896.85,76561198066279729,True,2.0
Action,2010.0,17570.0,"Pirates, Vikings, and Knights II",10318.833333333334,philgibs,True,2.0
Action,2010.0,48700.0,Mount &amp; Blade: Warband,660277.4666666667,76561198093112529,True,2.0
Action,2010.0,42120.0,Lead and Gold: Gangs of the Wild West,2177.266666666667,anivr1n,False,0.0
Action,2010.0,12220.0,Grand Theft Auto: Episodes from Liberty City,68797.96666666666,76561198055330941,True,2.0
Action,2010.0,45730.0,Dark Void™ Zero,26.85,anthonyrocks65,False,1.0
Action,2010.0,49600.0,Beat Hazard,8224.483333333334,jukianinja,True,2.0
Simulation,2010.0,43500.0,M.U.D. TV,122.1,76561198083633997,False,1.0
Adventure,2010.0,40930.0,The Misadventures of P.B. Winterbottom,382.3,podeirladenunciar,True,2.0
Action,2008.0,31700.0,Iron Grip: Warlord,489.7,76561198094073056,True,2.0
Action,2010.0,34010.0,Alpha Protocol™,3910.983333333333,76561198081016729,True,2.0
Simulation,2003.0,24780.0,SimCity™ 4 Deluxe Edition,22634.166666666668,JorgeXD132465,True,2.0
Action,2010.0,28000.0,Kane &amp; Lynch 2: Dog Days,1569.4833333333333,76561198028608367,False,0.0
Simulation,2010.0,39680.0,The Guild II Renaissance,3927.983333333333,sirpeterson,False,0.0
Action,2011.0,50130.0,Mafia II,47071.833333333336,76561198066312344,True,2.0
Action,2010.0,50510.0,Burn Zombie Burn!,121.68333333333334,76561198041992677,True,2.0
Simulation,2010.0,48800.0,Ship Simulator Extremes,2293.133333333333,thegreatds,False,2.0
Strategy,2010.0,22600.0,Worms Reloaded,14400.2,Mozness,True,1.0
Strategy,2010.0,42960.0,Victoria II,30240.983333333334,leo17453,True,0.0
Adventure,2010.0,57640.0,Broken Sword: Director's Cut,559.4333333333333,76561198084750842,True,2.0
Casual,2010.0,62100.0,Chime,1010.1666666666666,ItsJerryAndHarry,True,2.0
Action,2010.0,70300.0,VVVVVV,3469.85,76561198046859385,True,2.0
Action,2010.0,57300.0,Amnesia: The Dark Descent,23822.316666666666,ShrikeShrikeShrikeShrikeShrike,True,2.0
RPG,2010.0,70400.0,Recettear: An Item Shop's Tale,9390.166666666666,AZA1498,True,2.0
Simulation,2010.0,70100.0,Hacker Evolution,2262.0,Anime_Enthusiast,True,2.0
Casual,2010.0,38600.0,Faerie Solitaire,4821.616666666667,76561198028458466,False,1.0
Strategy,2010.0,8930.0,Sid Meier's Civilization® V,1373011.4,AtomicWoodchuck,True,2.0
Action,2010.0,22650.0,Alien Breed 2: Assault,540.3166666666667,76561198042649425,True,0.0
Action,2010.0,50620.0,Darksiders™,27893.816666666666,76561198044032335,True,2.0
Strategy,2010.0,42920.0,The Kings' Crusade,358.45,76561198077982319,False,0.0
Action,2010.0,47790.0,Medal of Honor™,7179.0,Cabey64,True,2.0
Action,2010.0,22380.0,Fallout: New Vegas,574555.3833333333,degen97,True,2.0
Action,2010.0,6120.0,Shank,1422.0333333333333,76561198116736247,True,2.0
Action,2010.0,35460.0,The Ball,963.25,iTzJaCe,False,0.0
Action,2010.0,32500.0,STAR WARS™: The Force Unleashed™ II,7096.983333333334,sh31tf4c3,False,0.0
Action,2010.0,33980.0,Pound of Ground,71.63333333333333,76561198085686437,False,0.0
Action,2010.0,42700.0,Call of Duty®: Black Ops,145871.71666666667,BIG_FAT_BOOBS,True,0.0
Action,2010.0,15750.0,Oddworld: Stranger's Wrath HD,1750.1666666666667,bruxozi,True,2.0
Adventure,2010.0,31290.0,Back to the Future: The Game,1677.0833333333333,76561198081342521,True,1.0
Action,2002.0,12100.0,Grand Theft Auto III,5080.35,mimimomoma,True,1.0
Action,2005.0,12120.0,Grand Theft Auto: San Andreas,53736.45,76561198080465715,True,2.0
Action,2003.0,12110.0,Grand Theft Auto: Vice City,13583.15,76561198103927245,True,1.0
Action,2011.0,92300.0,A.R.E.S.: Extinction Agenda,868.8333333333334,76561198084705916,True,1.0
Action,2011.0,80000.0,APOX,263.98333333333335,lord_of_the_dark,False,2.0
Action,2011.0,47780.0,Dead Space™ 2,10635.45,76561198015157743,True,2.0
Action,2011.0,63200.0,Monday Night Combat,8237.983333333334,robbiem2002,True,0.0
Simulation,2009.0,47890.0,The Sims™ 3,106869.4,ANIMEPUSSY,True,2.0
Casual,2011.0,42000.0,Trino,28.266666666666666,SuperHoboLord,False,0.0
Adventure,2011.0,63660.0,Myst: Masterpiece Edition,88.18333333333334,ShnishMan,False,1.0
RPG,2011.0,7520.0,Two Worlds II HD,8767.383333333333,mayshowganmore,False,0.0
Strategy,2011.0,47800.0,RISK™: Factions,842.5333333333333,CreepercraftNZ,True,2.0
Action,2011.0,63710.0,BIT.TRIP RUNNER,5576.75,76561198075626434,True,2.0
Action,2011.0,55100.0,Homefront,10996.633333333333,76561198045148009,True,0.0
Free to Play,2013.0,39120.0,RIFT,123957.2,GiBaPEzLife,True,2.0
Indie,2011.0,94000.0,Dinner Date,36.016666666666666,Pzop,True,0.0
Action,2011.0,92700.0,Shadow Harvest: Phantom Ops,26.033333333333335,equinox97,False,0.0
Action,2011.0,70000.0,Dino D-Day,19455.333333333332,76561198072489692,True,0.0
Action,2011.0,620.0,Portal 2,440657.48333333334,Hirukaz,True,2.0
Action,2011.0,91600.0,Sanctum,23565.566666666666,76561198093944702,True,1.0
Strategy,2011.0,73020.0,Majesty 2 Collection,2440.6833333333334,76561198050351207,True,2.0
Indie,2011.0,98200.0,Frozen Synapse,6674.116666666667,Jeff_is_Back,True,2.0
Action,2011.0,57900.0,Duke Nukem Forever,11227.65,Valkiry,True,0.0
Action,2011.0,102700.0,A.V.A. Alliance of Valiant Arms™,4849.7,76561198046431850,False,0.0
Free to Play,2009.0,9880.0,Champions Online,34262.65,adrianp74,True,1.0
Action,2011.0,99900.0,Spiral Knights,287660.0833333333,durolan2535,True,2.0
Indie,2011.0,95700.0,The Cat and the Coup,15.75,sadbadvlad,True,2.0
Strategy,2011.0,49470.0,Magic: The Gathering - Duels of the Planeswalkers 2012,15730.55,76561197996458179,True,2.0
Action,2011.0,21100.0,F.E.A.R. 3,12153.75,76561198079009374,False,0.0
Adventure,2011.0,94590.0,Puzzle Agent 2,452.01666666666665,stormman176,True,2.0
Action,2011.0,105700.0,Tobe's Vertical Adventure,52.78333333333333,76561198116545160,True,0.0
Action,2011.0,65790.0,ARMA: Cold War Assault,3690.1,76561197990557433,True,2.0
Simulation,2011.0,57690.0,Tropico 4,47558.55,archiegaming,True,2.0
Action,2011.0,38740.0,EDGE,1334.0833333333333,ad1h53mech,True,2.0
Action,2011.0,107200.0,Space Pirates and Zombies,18072.216666666667,76561198077246154,True,2.0
Adventure,2011.0,99910.0,Puzzle Pirates,7111.333333333333,76561198074200838,True,2.0
Action,2011.0,55150.0,"Warhammer 40,000: Space Marine",35392.7,76561198077360732,True,2.0
Action,2012.0,98400.0,Hard Reset Extended Edition,1767.2333333333333,76561198067306981,True,0.0
Action,2011.0,22230.0,Rock of Ages,3843.1,76561198136941803,True,0.0
Action,2011.0,35450.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,153763.56666666668,76561198047630659,True,2.0
Action,2011.0,111400.0,Bunch of Heroes,592.0333333333333,76561198081973813,True,1.0
RPG,2011.0,48220.0,Might &amp; Magic: Heroes VI,25438.483333333334,76561198075244108,False,2.0
Strategy,2011.0,9420.0,Supreme Commander: Forged Alliance,36928.566666666666,76561198057623952,True,2.0
Action,2011.0,113200.0,The Binding of Isaac,273059.4166666667,76561198081962345,True,0.0
Racing,2011.0,200230.0,Off-Road Drive,477.6,juanxoywea,False,0.0
Strategy,2007.0,9350.0,Supreme Commander,6151.033333333334,76561198020061745,True,2.0
Action,2011.0,45770.0,Dead Rising 2: Off the Record,5487.433333333333,SlaydenL,True,2.0
Action,2011.0,201480.0,Serious Sam: The Random Encounter,244.73333333333332,MasterGible,False,0.0
Indie,2011.0,200910.0,Before the Echo,1293.65,76561198025475753,True,2.0
Action,2011.0,55370.0,Saints Row: The Third Initiation Station,195.53333333333333,Delirious_Panda,True,2.0
Action,2011.0,71340.0,Sonic Generations Collection,12331.733333333334,darainthebanana,True,2.0
Adventure,2011.0,110800.0,L.A. Noire,35410.8,n00bsh0t,True,2.0
Indie,2011.0,61310.0,Fractal: Make Blooms Not War,183.18333333333334,76561198061800268,True,2.0
Strategy,2011.0,202200.0,Galactic Civilizations® II: Ultimate Edition,5139.5,76561198068242211,True,1.0
Action,2011.0,113400.0,APB Reloaded,239119.11666666667,76561198016602703,True,0.0
Racing,2011.0,201510.0,Flatout 3: Chaos &amp; Destruction,219.45,76561198054397103,True,0.0
Action,2011.0,23530.0,Earth Defense Force: Insect Armageddon,1264.8166666666666,76561198019297801,True,2.0
Action,2011.0,201310.0,X3: Albion Prelude,9661.45,jj44556,True,2.0
Action,2013.0,35720.0,Trine 2: Complete Story,23662.633333333335,Renegaderade,True,2.0
Action,2011.0,204030.0,Fable - The Lost Chapters,15557.966666666667,76561198283109848,True,2.0
Action,2005.0,204340.0,Serious Sam 2,3151.3166666666666,76561198083006888,True,2.0
Free to Play,2010.0,9900.0,Star Trek Online,124412.96666666666,kanekicg,True,2.0
RPG,2012.0,57740.0,Jagged Alliance - Back in Action,5426.466666666666,BearMuffins,True,0.0
Action,2012.0,105800.0,PixelJunk™ Eden,644.9166666666666,rninetynine,True,1.0
Action,2012.0,203210.0,Titan Attacks!,831.4666666666667,76561198087699908,True,1.0
RPG,2012.0,203770.0,Crusader Kings II,164624.18333333332,76561198021814659,True,2.0
Action,2012.0,108710.0,Alan Wake,16772.883333333335,MarbleShrine,True,2.0
Action,2011.0,10220.0,Postal III,1288.1666666666667,76561198082881423,True,2.0
Action,2012.0,200210.0,Realm of the Mad God,336353.45,ReMiXOfficalSteam,True,2.0
Action,2012.0,207490.0,Rayman® Origins,2579.9,76561197970512992,False,2.0
Action,2012.0,108500.0,Vessel,1199.8833333333332,76561198025343046,True,0.0
Indie,2012.0,207250.0,Cubemen,1451.4333333333334,76561198051644906,True,2.0
Adventure,2012.0,204180.0,Waveform,1172.0333333333333,god-damn,True,2.0
Casual,2012.0,206610.0,3SwitcheD,1090.3,Eclairz,False,2.0
Racing,2012.0,202310.0,Ridge Racer™ Unbounded,876.1666666666666,pasteldecarne,True,2.0
Action,2012.0,203750.0,Binary Domain,2089.8333333333335,BarretaJrs,True,0.0
Indie,2012.0,209370.0,Analogue: A Hate Story,1135.9,rsm_garlskg,True,2.0
Action,2012.0,209100.0,Resident Evil: Operation Raccoon City,1511.8833333333334,76561198012514677,False,0.0
Action,2012.0,207350.0,Ys Origin,2514.5833333333335,Sanskeleteen,True,2.0
Action,2012.0,204100.0,Max Payne 3,34989.85,DJKamBer,True,2.0
Free to Play,2012.0,212500.0,The Lord of the Rings Online™,46572.316666666666,beepbeepimasheep,True,1.0
Indie,2012.0,209790.0,Splice,341.03333333333336,didlnwzaa,True,1.0
Indie,2012.0,207080.0,Indie Game: The Movie,2359.4166666666665,Flatzone2,True,0.0
Action,2012.0,42170.0,Krater,1414.9166666666667,76561198096840499,True,1.0
Action,2012.0,213330.0,LEGO® Batman 2 DC Super Heroes™,7057.4,goldenkoi,True,0.0
Action,2012.0,212160.0,Vindictus,61805.03333333333,Faawks,True,2.0
Adventure,2012.0,203830.0,The Dark Eye: Chains of Satinav,500.98333333333335,Pandaliti,True,2.0
Action,2012.0,206480.0,Dungeons &amp; Dragons Online®,15853.183333333332,76561198071598894,False,2.0
Action,2012.0,212630.0,Tom Clancy's Ghost Recon: Future Soldier™,9746.733333333334,76561198105270589,False,0.0
Casual,2012.0,200010.0,Quantum Conundrum,4965.166666666667,EyesScream,True,2.0
Action,2012.0,17080.0,Tribes: Ascend,50806.9,Lex55678,True,2.0
Action,2012.0,205550.0,Foreign Legion: Multi Massacre,488.55,rtyzen,False,2.0
Indie,2012.0,209270.0,Hero Academy,12518.95,thatguygiberr,False,0.0
Action,2012.0,212010.0,Galaxy on Fire 2™ Full HD,1527.1333333333332,76561198069708131,False,0.0
Action,2012.0,730.0,Counter-Strike: Global Offensive,13086404.45,Fr0stedLine,True,2.0
RPG,2005.0,208580.0,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,40664.13333333333,76561198083973618,True,2.0
Action,2012.0,200260.0,Batman: Arkham City - Game of the Year Edition,87844.68333333333,datts,True,1.0
Adventure,2011.0,206440.0,To the Moon,4121.45,76561198070775610,True,2.0
Action,2012.0,214970.0,Intrusion 2,1369.9833333333333,76561198084930628,True,2.0
Action,2012.0,205950.0,Jet Set Radio,2397.5666666666666,76561198094515883,True,1.0
Action,2012.0,65740.0,Carrier Command: Gaea Mission,1810.1833333333334,dominicmarti,True,2.0
Action,2012.0,209670.0,Cortex Command,5359.966666666666,irschington,True,1.0
Adventure,2012.0,215510.0,Rocketbirds: Hardboiled Chicken,974.5666666666667,tommyjacobs,True,1.0
Action,2012.0,208200.0,Doom 3: BFG Edition,8400.1,mcdeviant,True,2.0
Action,2012.0,215470.0,Primal Carnage,15145.366666666667,jonjon4351,False,0.0
Action,2012.0,219150.0,Hotline Miami,44757.083333333336,washington_,True,2.0
Action,2012.0,209080.0,Guns of Icarus Online,57095.9,76561198068479124,False,0.0
Action,2006.0,4720.0,Condemned: Criminal Origins,755.5333333333333,76561198057263232,True,0.0
Action,2003.0,223470.0,POSTAL 2,35534.933333333334,GetMLGRekt,False,1.0
Action,2012.0,222140.0,Puddle,744.4166666666666,76561198060748207,True,2.0
Action,2012.0,202970.0,Call of Duty®: Black Ops II,47108.566666666666,76561198073714126,True,2.0
Action,2012.0,223510.0,Miasmata,726.2333333333333,FHK,True,0.0
Action,2012.0,212200.0,Mabinogi,28239.7,117331,True,2.0
Adventure,2012.0,105000.0,A New Beginning - Final Cut,304.95,xiege3,False,0.0
RPG,2012.0,225640.0,Sacred 2 Gold,3112.75,hayen-,True,0.0
Action,2013.0,211280.0,Primal Fears,154.51666666666665,d3ejay,False,2.0
Action,2013.0,215710.0,Fieldrunners 2,1088.2833333333333,76561198076271965,True,2.0
Action,2013.0,209540.0,Strike Suit Zero,2643.0833333333335,CjDoesIntros,True,2.0
Action,2013.0,228400.0,Ace Combat Assault Horizon - Enhanced Edition,2396.883333333333,foxer007,True,2.0
Action,2013.0,220440.0,DmC: Devil May Cry,13678.416666666666,76561198060785575,True,1.0
Action,2013.0,227800.0,Retrovirus,249.56666666666666,76561198003811382,True,0.0
Simulation,2013.0,231140.0,Cities XL Platinum,4598.85,u_r_faggot,True,1.0
Action,2013.0,224820.0,Super House of Dead Ninjas,1717.1333333333334,nelso,True,0.0
Adventure,2013.0,226740.0,Monster Loves You!,728.5,genzzii,True,2.0
Action,2013.0,220160.0,Trials Evolution: Gold Edition,16873.966666666667,76561198091447998,True,2.0
Action,1997.0,232770.0,POSTAL,889.6166666666667,76561198073916938,True,0.0
Action,2013.0,221040.0,Resident Evil 6 / Biohazard 6,25968.45,coolslayer666,True,1.0
Adventure,2013.0,233470.0,Evoland,3268.0333333333333,MrMasterix,True,2.0
Indie,2013.0,230650.0,Lords of Football,482.6666666666667,76561198066004879,False,0.0
Action,2013.0,227220.0,Sang-Froid - Tales of Werewolves,1139.8666666666666,Endless_Funn,True,2.0
Action,2013.0,233720.0,Surgeon Simulator,35071.21666666667,imsojipper,True,0.0
Action,2013.0,227480.0,God Mode,4614.083333333333,76561198045547769,True,0.0
Indie,2013.0,232050.0,Eador. Masters of the Broken World,3240.15,Deaththunderwolfx,True,2.0
Action,2013.0,232750.0,Mars: War Logs,1988.7333333333333,p9359o3678657084507384650274,False,0.0
Casual,2013.0,234710.0,Poker Night 2,30283.1,76561198108038772,True,2.0
Action,2013.0,210770.0,Sanctum 2,40978.88333333333,redsncrimson,True,0.0
Indie,2013.0,222730.0,Reus,9128.75,76561198075935936,True,2.0
Action,2013.0,222480.0,Resident Evil Revelations / Biohazard Revelations,5350.283333333334,76561198042535860,False,0.0
Action,2013.0,228300.0,Remember Me,5193.833333333333,76561198078378127,True,2.0
Casual,2013.0,236790.0,Agricultural Simulator 2013 - Steam Edition,502.73333333333335,76561198058894990,False,0.0
Casual,2013.0,235360.0,Prime World: Defenders,2709.2999999999997,Squiddicals,True,2.0
Indie,2013.0,231740.0,Knights of Pen and Paper +1 Edition,6274.416666666667,76561198044831412,True,0.0
Strategy,2013.0,231430.0,Company of Heroes 2,191614.2,de_triggered,True,1.0
Action,2013.0,237110.0,Mortal Kombat Komplete Edition,25946.183333333334,76561198067582240,True,0.0
Action,2013.0,239800.0,Bleed,1279.6833333333334,GandalfsMagicwand,True,2.0
Action,2013.0,239660.0,Soldier Front 2,33403.5,76561197971591275,True,2.0
Action,2013.0,225360.0,DARK,672.0166666666667,viksajjdk,False,2.0
Racing,2013.0,243360.0,TrackMania² Valley,1239.0,Iamhurdlz,True,2.0
RPG,2013.0,39140.0,FINAL FANTASY VII,25066.75,Nidowa,True,2.0
Adventure,2013.0,201420.0,Toki Tori 2+,1014.1166666666667,halofreak61,True,2.0
Action,2013.0,237590.0,R.I.P.D.: The Game,334.2833333333333,ehekatI,False,2.0
Adventure,2013.0,234650.0,Shadowrun Returns,13340.416666666666,maxsawl,True,2.0
Indie,2013.0,228960.0,Skulls of the Shogun,1200.3833333333334,76561198110711150,True,0.0
Action,2013.0,217140.0,Rise of the Triad,2320.7,76561198033982370,True,0.0
Action,2013.0,243950.0,Divinity: Dragon Commander,3883.35,76561198076770532,True,2.0
Action,2013.0,231040.0,Beatbuddy: Tale of the Guardians,877.9833333333333,76561198075981950,True,2.0
Action,2013.0,237630.0,DuckTales: Remastered,1380.1,Ronnieandfriendsthatarecool,True,2.0
Strategy,2013.0,233840.0,Worms Clan Wars,4894.416666666667,projecteldor,True,0.0
Indie,2013.0,242570.0,Space Hulk,2208.9166666666665,76561198057886565,True,0.0
Action,2013.0,244870.0,Electronic Super Joy,2869.133333333333,BRoLance,True,1.0
Action,2013.0,226720.0,LOST PLANET® 3,2699.7166666666667,76561198001398677,True,2.0
Strategy,2013.0,243780.0,PixelJunk™ Monsters Ultimate,1138.2166666666667,3565Jason,True,1.0
Action,2015.0,250110.0,Assault Android Cactus,477.3,76561198020577418,True,2.0
Adventure,2013.0,244710.0,Shelter,882.6833333333333,29017637452801,True,0.0
Action,2015.0,203290.0,America's Army: Proving Grounds,32979.88333333333,76561198103253374,True,2.0
Casual,2013.0,239820.0,Game Dev Tycoon,56943.46666666667,76561198088944293,True,2.0
